,median_income,median_house_value
2254,2.4167,192900.0
2255,4.7578,318500.0
2256,2.6159,182300.0
2257,1.9881,85200.0
2258,1.8333,312500.0
2259,3.0199,128800.0
2260,3.1857,98300.0
2261,4.4934,88000.0
2262,1.4904,275000.0
2263,2.5227,187500.0
2264,3.653,146800.0
2265,1.8456,103100.0
2266,3.337,172300.0
2267,1.9213,95000.0
2268,4.4135,150100.0
2269,1.4514,79900.0
2270,6.075,417000.0
2271,2.325,161500.0
2272,2.2604,68100.0
2273,3.1583,268200.0
2274,3.13,168300.0
2275,4.9429,254800.0
2276,4.765,181500.0
2277,4.6953,241700.0
2278,3.8125,96700.0
2279,3.375,133700.0
2280,3.875,99500.0
2281,5.1205,226300.0
2282,1.7378,121900.0
2283,3.6591,183800.0
2284,2.6667,86600.0
2285,4.174,100100.0
2286,4.2083,278200.0
2287,5.208,206800.0
2288,3.8125,208100.0
2289,4.282,224700.0
2290,4.625,213400.0
2291,4.5,158300.0
2292,1.625,79400.0
2293,2.3798,83800.0
2294,1.3889,87500.0
2295,3.0,172400.0
2296,1.0179,125000.0
2297,2.9922,163500.0
2298,4.3851,117300.0
2299,3.5112,231900.0
2300,4.6625,294000.0
2301,4.4697,221300.0
2302,4.8542,218100.0
2303,3.0824,177400.0
2304,6.8758,253800.0
2305,3.1324,132000.0
2306,4.05,134700.0
2307,3.4107,110400.0
2308,3.6528,200000.0
2309,3.1439,47500.0
2310,6.2475,331300.0
2311,3.2846,131900.0
2312,2.5437,99000.0
2313,1.1875,90600.0
2314,2.4811,111800.0
2315,5.5676,174200.0
2316,3.175,191700.0
2317,4.7891,295300.0
2318,4.7568,143500.0
2319,2.0984,158000.0
2320,3.1625,70600.0
2321,6.1359,225000.0
2322,1.7813,94700.0
2323,5.0508,225700.0
2324,2.1935,243200.0
2325,3.1325,215000.0
2326,7.2582,273200.0
2327,6.0743,274300.0
2328,2.6193,172300.0
2329,2.5652,157700.0
2330,1.1051,94200.0
2331,2.9063,80000.0
2332,4.5147,271400.0
2333,1.8432,327300.0
2334,4.2065,277800.0
2335,2.4286,204800.0
2336,2.7546,172500.0
2337,8.8115,500001.0
2338,2.0467,158300.0
2339,4.1411,182700.0
2340,5.928,239900.0
2341,4.0278,95800.0
2342,4.7466,258300.0
2343,2.75,239700.0
2344,2.3382,120700.0
2345,2.1979,125700.0
2346,7.8924,500001.0
2347,6.2984,269800.0
2348,5.31,127500.0
2349,5.4217,256000.0
2350,10.2292,500001.0
2351,5.3439,227100.0
2352,3.4297,112500.0
2353,2.6818,225000.0
2354,3.4583,112700.0
2355,1.4773,160800.0
2356,2.7266,354200.0
2357,3.5403,195400.0
2358,7.4863,412300.0
2359,3.0909,150900.0
2360,3.4827,93600.0
2361,4.9757,500001.0
2362,3.5583,232000.0
2363,5.0641,234900.0
2364,4.9135,368100.0
2365,2.3843,182900.0
2366,3.0927,316000.0
2367,1.6944,75200.0
2368,2.6607,91500.0
2369,2.0437,137200.0
2370,8.0727,455500.0
2371,2.25,103200.0
2372,2.3152,140600.0
2373,2.4054,112500.0
2374,1.8022,78000.0
2375,1.5147,94600.0
2376,3.4583,239900.0
2377,1.675,166700.0
2378,5.6336,500001.0
2379,4.0125,261000.0
2380,2.2326,221000.0
2381,6.6579,245200.0
2382,4.6912,500001.0
2383,3.4323,144600.0
2384,15.0001,500001.0
2385,3.6467,147500.0
2386,3.7738,279400.0
2387,1.6675,95800.0
2388,2.75,225000.0
2389,2.9054,156300.0
2390,4.725,232100.0
2391,3.7958,152500.0
2392,1.9038,139500.0
2393,2.3241,99200.0
2394,6.4664,278300.0
2395,3.24,226900.0
2396,2.6417,122300.0
2397,3.8512,134600.0
2398,1.1384,100000.0
2399,6.8429,372600.0
2400,5.1194,247800.0
2401,1.2275,64100.0
2402,5.0292,269400.0
2403,1.7976,164600.0
2404,3.2083,75000.0
2405,3.1361,84800.0
2406,7.0504,333800.0
2407,2.7316,97500.0
2408,4.5135,158300.0
2409,2.0708,89600.0
2410,4.9107,213800.0
2411,3.05,121300.0
2412,2.753,111100.0
2413,2.1522,159400.0
2414,2.5598,120200.0
2415,3.8194,134400.0
2416,2.6637,175000.0
2417,5.485,343100.0
2418,2.555,72700.0
2419,4.0268,205500.0
2420,2.136,143500.0
2421,4.3702,226100.0
2422,4.635,248600.0
2423,2.891,178100.0
2424,2.7083,180400.0
2425,3.0864,177900.0
2426,1.6625,88700.0
2427,3.1968,151000.0
2428,2.1389,168900.0
2429,4.5936,174300.0
2430,2.4012,79700.0
2431,2.9844,163600.0
2432,6.4685,241200.0
2433,2.0542,103400.0
2434,4.1399,115400.0
2435,2.4567,155000.0
2436,3.4265,456900.0
2437,5.815,339200.0
2438,1.7679,79800.0
2439,3.6607,500001.0
2440,1.5268,91600.0
2441,4.4625,154200.0
2442,3.4539,125000.0
2443,5.3363,212800.0
2444,9.8708,500001.0
2445,2.364,173300.0
2446,3.1548,157700.0
2447,3.4886,173900.0
2448,2.0875,222700.0
2449,6.2456,161700.0
2450,5.0947,210300.0
2451,3.7321,250000.0
2452,6.2308,257900.0
2453,2.1667,142600.0
2454,4.3571,468800.0
2455,4.2955,309700.0
2456,1.8929,152900.0
2457,4.2562,221600.0
2458,6.7273,500001.0
2459,4.9904,157300.0
2460,2.5122,95500.0
2461,4.625,282200.0
2462,5.716,348300.0
2463,3.7452,83200.0
2464,5.8053,255900.0
2465,1.2185,170000.0
2466,4.4474,246900.0
2467,1.9402,139300.0
2468,5.3311,270800.0
2469,4.0729,100000.0
2470,3.1127,233000.0
2471,5.0376,500001.0
2472,5.6147,244700.0
2473,4.5112,139000.0
2474,4.5893,290100.0
2475,4.7566,142500.0
2476,2.5562,93200.0
2477,4.3958,130700.0
2478,3.4107,112500.0
2479,3.1382,91600.0
2480,2.0706,268500.0
2481,6.0194,292300.0
2482,3.9766,135800.0
2483,6.7606,364300.0
2484,5.2077,181300.0
2485,4.5278,340400.0
2486,3.0938,245900.0
2487,2.5658,208000.0
2488,2.7411,227100.0
2489,5.6652,234500.0
2490,9.0683,367400.0
2491,2.7536,73100.0
2492,3.0521,151500.0
2493,1.8214,123200.0
2494,2.1875,225000.0
2495,3.8864,209300.0
2496,1.5923,56000.0
2497,5.549,500001.0
2498,1.4427,47700.0
2499,5.6349,355600.0
2500,2.2,210000.0
2501,4.8623,176900.0
2502,5.0,87500.0
2503,4.1951,195000.0
2504,1.9038,93100.0
2505,2.825,276700.0
2506,5.2864,174400.0
2507,4.1765,393900.0
2508,2.5797,183500.0
2509,4.76,216000.0
2510,2.9798,204800.0
2511,2.875,168600.0
2512,5.0877,209300.0
2513,3.9688,249600.0
2514,8.6803,347300.0
2515,5.742,221900.0
2516,2.6364,199300.0
2517,4.2415,409600.0
2518,2.3125,125700.0
2519,6.0076,269500.0
2520,2.4943,99600.0
2521,2.8056,68100.0
2522,3.8088,500001.0
2523,4.6437,212900.0
2524,2.8321,150000.0
2525,3.375,184100.0
2526,2.1944,87500.0
2527,4.7875,198300.0
2528,8.7974,360600.0
2529,4.3,226400.0
2530,6.0667,245700.0
2531,2.3365,98000.0
2532,1.8906,104200.0
2533,2.8775,134100.0
2534,3.8542,145200.0
2535,6.9223,338400.0
2536,4.3333,170800.0
2537,3.6111,450000.0
2538,1.8109,137500.0
2539,6.4588,437100.0
2540,1.5625,52800.0
2541,3.25,500001.0
2542,6.0434,214800.0
2543,5.3889,234900.0
2544,2.4429,228800.0
2545,4.8854,178100.0
2546,3.6625,154800.0
2547,4.25,169200.0
2548,3.8625,350000.0
2549,5.8411,381800.0
2550,3.0119,171400.0
2551,7.5544,411500.0
2552,2.6906,95300.0
2553,4.7932,166300.0
2554,3.3516,105600.0
2555,3.6875,40000.0
2556,14.2867,500001.0
2557,3.3942,212800.0
2558,2.3571,79200.0
2559,4.9205,240500.0
2560,4.0878,164400.0
2561,4.0507,179500.0
2562,5.4395,244000.0
2563,1.87,170800.0
2564,3.7344,115300.0
2565,2.4931,170300.0
2566,3.2279,182400.0
2567,3.588,266300.0
2568,3.6,194500.0
2569,2.625,217900.0
2570,4.2417,294100.0
2571,6.207,457400.0
2572,4.9615,157800.0
2573,4.2415,275700.0
2574,2.5833,183700.0
2575,3.4519,128800.0
2576,2.0217,187500.0
2577,2.1135,90600.0
2578,4.7569,253800.0
2579,6.4789,287800.0
2580,8.2375,388300.0
2581,3.4375,157800.0
2582,3.7583,116300.0
2583,15.0001,500001.0
2584,6.0398,217800.0
2585,2.1603,111300.0
2586,2.8393,375000.0
2587,2.2639,52500.0
2588,2.5326,156500.0
2589,1.64,130000.0
2590,3.1597,133000.0
2591,5.3275,168700.0
2592,2.3289,58200.0
2593,4.5972,123900.0
2594,4.5152,199200.0
2595,2.987,176900.0
2596,0.8804,450000.0
2597,3.6719,134100.0
2598,4.9,152400.0
2599,1.8571,143800.0
2600,4.7984,175800.0
2601,5.759,425000.0
2602,2.45,186800.0
2603,4.0972,99200.0
2604,4.0,250400.0
2605,5.2865,455400.0
2606,3.6587,154600.0
2607,4.2917,121300.0
2608,5.0261,245100.0
2609,1.7011,44800.0
2610,3.2857,139100.0
2611,1.7945,106300.0
2612,2.1,171600.0
2613,3.2215,108800.0
2614,7.5696,328700.0
2615,8.4693,419200.0
2616,3.363,103000.0
2617,4.0375,86400.0
2618,2.8514,358700.0
2619,2.037,92600.0
2620,1.875,119900.0
2621,3.2325,89000.0
2622,6.4321,271900.0
2623,4.1719,187000.0
2624,3.0089,134400.0
2625,4.9103,140400.0
2626,6.0677,321600.0
2627,0.8252,42500.0
2628,4.8542,167400.0
2629,2.395,80300.0
2630,1.9583,102300.0
2631,4.325,292600.0
2632,3.6875,101700.0
2633,6.1426,155000.0
2634,4.174,394400.0
2635,5.234,124900.0
2636,1.7679,450000.0
2637,2.1806,99700.0
2638,6.4459,421600.0
2639,4.5,234400.0
2640,0.536,275000.0
2641,2.4012,159400.0
2642,2.3944,130700.0
2643,4.0197,88000.0
2644,3.9792,193800.0
2645,3.0455,102400.0
2646,2.0391,70400.0
2647,3.3266,483300.0
2648,3.622,174000.0
2649,3.1645,156000.0
2650,4.7361,174500.0
2651,4.6625,158900.0
2652,5.2321,500001.0
2653,2.25,76600.0
2654,3.4028,183700.0
2655,3.8088,87700.0
2656,3.3884,245800.0
2657,3.2583,147200.0
2658,2.5673,177500.0
2659,4.5179,145600.0
2660,2.375,158800.0
2661,3.0491,158200.0
2662,3.2216,161600.0
2663,5.1515,318900.0
2664,4.6902,171000.0
2665,8.2816,500001.0
2666,5.0858,470000.0
2667,4.3571,199800.0
2668,4.125,174000.0
2669,5.3002,191700.0
2670,3.335,69700.0
2671,6.9754,402500.0
2672,3.0288,258300.0
2673,2.2054,66400.0
2674,3.7933,116100.0
2675,3.1979,113500.0
2676,4.5,235800.0
2677,5.3733,302600.0
2678,4.1667,151900.0
2679,6.0265,247900.0
2680,3.9632,240000.0
2681,3.9844,165300.0
2682,3.2632,306000.0
2683,8.9728,500001.0
2684,2.7656,239500.0
2685,3.0685,181800.0
2686,4.9125,452600.0
2687,2.5,162500.0
2688,1.3,69700.0
2689,4.6452,273800.0
2690,2.375,175000.0
2691,3.0958,137800.0
2692,4.7361,216800.0
2693,3.6607,206300.0
2694,6.4391,252300.0
2695,1.2969,160200.0
2696,4.5032,168900.0
2697,5.6163,231000.0
2698,4.3897,190600.0
2699,5.5677,175400.0
2700,1.2917,66300.0
2701,3.8594,141000.0
2702,2.1411,136400.0
2703,7.6059,323700.0
2704,7.5418,492000.0
2705,1.4722,91300.0
2706,1.2875,179200.0
2707,3.5461,146400.0
2708,3.6989,93300.0
2709,3.7896,98100.0
2710,3.495,217800.0
2711,2.9076,275300.0
2712,6.5214,311500.0
2713,3.4598,74600.0
2714,1.4375,96400.0
2715,2.8125,70200.0
2716,1.4625,94200.0
2717,7.2379,251000.0
2718,2.8333,69700.0
2719,2.3973,167300.0
2720,1.8897,174300.0
2721,4.119,128800.0
2722,5.6762,271300.0
2723,3.3398,89700.0
2724,3.3831,197400.0
2725,2.9271,87500.0
2726,2.1767,185300.0
2727,3.9306,93800.0
2728,2.7011,130700.0
2729,5.6949,235300.0
2730,1.705,350000.0
2731,4.0096,182600.0
2732,2.8287,73100.0
2733,3.8424,155700.0
2734,4.6964,183100.0
2735,2.3523,94700.0
2736,2.2031,164000.0
2737,1.7375,122200.0
2738,5.723,500001.0
2739,5.049,323500.0
2740,2.1771,39200.0
2741,4.875,250000.0
2742,3.5313,146500.0
2743,7.2589,320400.0
2744,2.8352,161700.0
2745,3.4219,194500.0
2746,5.3847,329200.0
2747,3.9417,179800.0
2748,7.8588,454800.0
2749,2.2969,116100.0
2750,1.4044,61700.0
2751,2.2244,98100.0
2752,4.1116,187500.0
2753,4.7813,240900.0
2754,1.5547,93900.0
2755,3.9141,123900.0
2756,3.0134,128100.0
2757,3.8158,500001.0
2758,2.7708,186300.0
2759,3.1553,250000.0
2760,1.9203,195800.0
2761,2.1528,162500.0
2762,1.9487,233500.0
2763,5.457,308800.0
2764,5.3184,376000.0
2765,3.6453,201700.0
2766,2.5804,216300.0
2767,2.5387,160100.0
2768,7.7197,400000.0
2769,1.8783,118200.0
2770,2.7075,323800.0
2771,8.0839,372000.0
2772,3.15,153200.0
2773,2.4632,156900.0
2774,4.8,306800.0
2775,2.7262,109800.0
2776,3.3966,115000.0
2777,4.072,364200.0
2778,2.0202,71100.0
2779,1.7109,44600.0
2780,3.1111,318400.0
2781,1.2857,60000.0
2782,5.7192,283500.0
2783,2.1111,68700.0
2784,3.6125,100000.0
2785,3.2917,144300.0
2786,1.7284,74500.0
2787,3.4239,194800.0
2788,5.3509,302100.0
2789,6.2871,325500.0
2790,2.5129,115900.0
2791,1.468,137500.0
2792,0.949,350000.0
2793,4.665,145600.0
2794,4.5347,101200.0
2795,4.4,500000.0
2796,6.5987,272800.0
2797,2.1964,125000.0
2798,4.0714,300600.0
2799,3.5187,209400.0
2800,1.2222,107200.0
2801,3.1505,102000.0
2802,3.1599,95000.0
2803,2.455,82400.0
2804,5.2606,198900.0
2805,4.3594,224200.0
2806,5.7001,205100.0
2807,3.9583,163200.0
2808,2.775,152500.0
2809,0.9702,225400.0
2810,7.723,500001.0
2811,4.7391,272800.0
2812,2.3276,166200.0
2813,4.8906,178500.0
2814,4.9464,174800.0
2815,2.4444,134100.0
2816,4.2075,183600.0
2817,2.4263,158100.0
2818,7.5412,392100.0
2819,3.369,269600.0
2820,2.1458,52400.0
2821,2.1507,221500.0
2822,3.775,163300.0
2823,1.7614,71300.0
2824,1.5208,69500.0
2825,3.9837,246000.0
2826,3.2857,130100.0
2827,7.4734,432200.0
2828,4.125,392100.0
2829,4.0,273700.0
2830,4.3176,136200.0
2831,4.2865,221100.0
2832,2.0583,64800.0
2833,1.5531,93100.0
2834,2.4667,81400.0
2835,2.375,175000.0
2836,5.4746,226400.0
2837,2.2647,216700.0
2838,6.0928,327300.0
2839,4.4597,204100.0
2840,4.4318,437500.0
2841,0.5495,91700.0
2842,2.625,155400.0
2843,5.5636,268800.0
2844,4.0556,131300.0
2845,2.5,195800.0
2846,2.1538,79700.0
2847,3.7647,127600.0
2848,4.8152,218500.0
2849,1.5417,268800.0
2850,8.5294,500001.0
2851,3.5568,191200.0
2852,6.0336,240300.0
2853,3.0021,152300.0
2854,5.8239,247500.0
2855,4.4964,238300.0
2856,4.0,263200.0
2857,4.194,293900.0
2858,4.8295,212100.0
2859,4.3164,143200.0
2860,3.5039,232400.0
2861,2.8036,211600.0
2862,2.5417,125900.0
2863,3.045,100000.0
2864,3.5484,238000.0
2865,0.9142,162500.0
2866,3.0052,242500.0
2867,7.5557,441400.0
2868,2.2054,121500.0
2869,9.4356,465600.0
2870,3.2824,304800.0
2871,5.2536,191900.0
2872,3.1592,75400.0
2873,4.3098,213500.0
2874,4.3831,209800.0
2875,2.121,144000.0
2876,5.0562,336700.0
2877,3.724,220100.0
2878,1.1806,134600.0
2879,0.536,87500.0
2880,2.5813,253100.0
2881,4.025,128100.0
2882,1.825,133000.0
2883,2.8994,66000.0
2884,3.1053,96700.0
2885,4.8316,237300.0
2886,3.6875,246400.0
2887,2.2937,72300.0
2888,2.2982,87500.0
2889,4.0132,141200.0
2890,7.7364,435800.0
2891,1.4766,52800.0
2892,1.2175,131300.0
2893,4.4094,352600.0
2894,2.3159,91600.0
2895,4.0417,458500.0
2896,2.7043,186200.0
2897,1.9718,69800.0
2898,6.2236,159700.0
2899,5.102,156500.0
2900,2.625,121200.0
2901,1.5903,165400.0
2902,1.6236,67300.0
2903,4.0156,196000.0
2904,2.3526,156300.0
2905,3.4706,99300.0
2906,3.8586,136000.0
2907,2.4886,160700.0
2908,2.5263,286400.0
2909,3.4198,351900.0
2910,2.7159,139300.0
2911,2.7234,110200.0
2912,3.4375,83300.0
2913,4.7105,275000.0
2914,3.5987,91400.0
2915,1.9805,92900.0
2916,3.6597,252300.0
2917,8.3646,397300.0
2918,4.2019,352100.0
2919,2.5238,118800.0
2920,3.5081,116700.0
2921,3.7619,127600.0
2922,3.3447,305200.0
2923,3.0465,148900.0
2924,1.858,205000.0
2925,6.9772,383300.0
2926,2.6652,164800.0
2927,3.4531,414300.0
2928,3.9444,240100.0
2929,4.6354,179200.0
2930,4.3851,160400.0
2931,2.6149,83500.0
2932,1.8472,149100.0
2933,4.3218,209100.0
2934,4.4667,190600.0
2935,3.6563,162700.0
2936,5.0941,143700.0
2937,7.7068,500001.0
2938,4.35,185000.0
2939,3.0221,93300.0
2940,2.7644,97300.0
2941,1.4712,94600.0
2942,3.1369,196900.0
2943,1.6563,57200.0
2944,6.0936,365400.0
2945,4.2593,227400.0
2946,2.1524,187500.0
2947,3.025,140600.0
2948,2.3333,130200.0
2949,2.535,174000.0
2950,2.1343,400000.0
2951,3.1062,100000.0
2952,4.7861,210700.0
2953,2.2827,70000.0
2954,2.6266,198500.0
2955,4.8304,160600.0
2956,7.6144,376200.0
2957,3.0341,89100.0
2958,2.7031,218900.0
2959,7.7307,429000.0
2960,7.8164,500001.0
2961,3.5673,136300.0
2962,2.4519,98100.0
2963,7.1221,384500.0
2964,1.1434,91300.0
2965,3.9567,251500.0
2966,5.9522,438400.0
2967,2.2156,145000.0
2968,3.6875,500001.0
2969,5.3267,140100.0
2970,4.1635,398400.0
2971,3.23,154300.0
2972,4.0524,173100.0
2973,2.0651,135400.0
2974,2.965,155700.0
2975,5.2508,292900.0
2976,2.5313,305800.0
2977,2.4956,87500.0
2978,3.7562,139700.0
2979,3.0441,185400.0
2980,3.3281,75100.0
2981,2.8285,171300.0
2982,3.1607,182000.0
2983,4.4375,370000.0
2984,2.6111,107000.0
2985,1.8633,109400.0
2986,1.1346,85400.0
2987,5.3294,300300.0
2988,2.5417,260900.0
2989,3.2386,149600.0
2990,2.6923,150000.0
2991,7.1997,253800.0
2992,6.2263,500001.0
2993,5.1048,500001.0
2994,5.5867,182500.0
2995,1.179,225000.0
2996,3.3906,237200.0
2997,2.2895,62000.0
2998,3.2708,162500.0
2999,8.5608,500001.0
